Id,SalePrice
1461,123343.9765625
1462,154981.890625
1463,181923.265625
1464,193093.15625
1465,208204.8125
1466,183153.890625
1467,175473.0
1468,176479.625
1469,191037.296875
1470,119975.2578125
1471,191243.265625
1472,94839.6171875
1473,108643.0390625
1474,162940.03125
1475,127952.65625
1476,429756.34375
1477,269329.8125
1478,299223.84375
1479,311289.03125
1480,418829.3125
1481,338738.53125
1482,216509.265625
1483,180811.84375
1484,171313.765625
1485,169151.609375
1486,200261.078125
1487,376794.71875
1488,241037.125
1489,211383.453125
1490,215134.71875
1491,190958.4375
1492,90710.546875
1493,197340.25
1494,288010.0625
1495,276539.5625
1496,237998.390625
1497,195829.953125
1498,162810.03125
1499,161199.828125
1500,164147.765625
1501,176789.078125
1502,150452.53125
1503,305723.0
1504,238559.15625
1505,220864.21875
1506,198239.546875
1507,255972.40625
1508,205603.203125
1509,161545.96875
1510,144557.140625
1511,146781.0
1512,163750.9375
1513,152128.0625
1514,144629.984375
1515,188780.5
1516,145083.25
1517,165569.6875
1518,126869.2890625
1519,219303.59375
1520,141989.53125
1521,141927.40625
1522,162973.84375
1523,108835.25
1524,123035.796875
1525,119149.015625
1526,113571.484375
1527,110178.296875
1528,127096.2578125
1529,155979.828125
1530,170747.328125
1531,126380.9765625
1532,97356.8203125
1533,154500.546875
1534,116116.421875
1535,149466.9375
1536,116057.5546875
1537,77146.8515625
1538,173447.140625
1539,223056.0625
1540,102988.3828125
1541,149603.40625
1542,134899.359375
1543,222412.53125
1544,74973.4140625
1545,112650.0078125
1546,133796.8125
1547,138227.859375
1548,132927.796875
1549,121719.875
1550,145575.828125
1551,112110.9765625
1552,138118.0625
1553,139859.09375
1554,124387.421875
1555,165095.859375
1556,95577.4609375
1557,106537.34375
1558,97911.8359375
1559,96632.0703125
1560,149755.359375
1561,130282.2890625
1562,131819.109375
1563,120924.109375
1564,163506.375
1565,152023.5625
1566,255854.09375
1567,71800.515625
1568,232868.265625
1569,147429.0625
1570,155178.453125
1571,125926.03125
1572,145986.734375
1573,246990.5625
1574,127564.3828125
1575,230552.328125
1576,228771.953125
1577,200826.40625
1578,143059.953125
1579,140279.578125
1580,199039.84375
1581,147337.109375
1582,130019.2265625
1583,306537.78125
1584,242720.921875
1585,138964.078125
1586,67573.8203125
1587,107492.78125
1588,165994.421875
1589,92671.5703125
1590,147270.0
1591,96902.6796875
1592,120613.296875
1593,127023.4140625
1594,162883.21875
1595,114632.3984375
1596,252821.859375
1597,173423.921875
1598,193566.234375
1599,200709.96875
1600,198728.0625
1601,71767.5625
1602,121613.0859375
1603,100726.328125
1604,303459.5625
1605,260593.09375
1606,161633.875
1607,159646.34375
1608,207158.15625
1609,197065.828125
1610,165416.671875
1611,147821.6875
1612,177134.171875
1613,166252.640625
1614,112984.828125
1615,95519.3515625
1616,84240.8359375
1617,98187.7421875
1618,131091.1875
1619,132486.71875
1620,155921.390625
1621,144033.765625
1622,155763.46875
1623,297774.875
1624,219963.40625
1625,121318.7890625
1626,162704.15625
1627,184754.21875
1628,290191.5625
1629,190251.5625
1630,359902.53125
1631,235464.9375
1632,250430.546875
1633,172096.765625
1634,190205.5
1635,190751.765625
1636,164504.453125
1637,184072.765625
1638,201813.28125
1639,181387.296875
1640,264689.625
1641,189820.015625
1642,234461.765625
1643,242115.59375
1644,238689.0
1645,198864.484375
1646,159319.09375
1647,162363.6875
1648,140314.671875
1649,143745.953125
1650,108422.828125
1651,120648.7734375
1652,96375.6015625
1653,105838.1796875
1654,162079.15625
1655,149245.234375
1656,161012.75
1657,163548.390625
1658,163417.90625
1659,138840.25
1660,155009.0625
1661,387815.84375
1662,422414.90625
1663,415330.0
1664,415587.5625
1665,325181.1875
1666,342961.15625
1667,379375.71875
1668,366111.375
1669,299923.4375
1670,350381.125
1671,235151.984375
1672,416986.65625
1673,294648.28125
1674,255315.953125
1675,186686.046875
1676,187894.1875
1677,201194.453125
1678,411420.8125
1679,354385.28125
1680,389343.375
1681,285922.0625
1682,318729.625
1683,191549.921875
1684,177403.4375
1685,188537.03125
1686,172841.265625
1687,159303.28125
1688,190636.0
1689,193324.21875
1690,195363.65625
1691,174200.0
1692,271872.6875
1693,163857.8125
1694,188576.140625
1695,168594.703125
1696,279906.71875
1697,167955.203125
1698,378457.4375
1699,346439.625
1700,255921.796875
1701,281830.84375
1702,244768.671875
1703,244397.96875
1704,279864.78125
1705,263333.03125
1706,366345.96875
1707,242755.328125
1708,220148.171875
1709,285719.5625
1710,236665.265625
1711,259557.75
1712,272778.46875
1713,246024.421875
1714,215640.09375
1715,211518.1875
1716,189746.703125
1717,179174.296875
1718,145164.171875
1719,211797.578125
1720,249693.6875
1721,162421.421875
1722,128514.0234375
1723,152259.015625
1724,218815.53125
1725,244001.625
1726,196904.9375
1727,166427.53125
1728,173434.0625
1729,172614.59375
1730,172098.640625
1731,121328.4609375
1732,132109.265625
1733,117795.03125
1734,130749.6640625
1735,134532.5625
1736,117432.6953125
1737,310568.4375
1738,225275.171875
1739,297885.5625
1740,234018.25
1741,188350.40625
1742,170040.625
1743,172400.15625
1744,297510.3125
1745,222473.984375
1746,219459.234375
1747,217318.015625
1748,248510.484375
1749,158900.953125
1750,134129.3125
1751,242401.0
1752,118517.828125
1753,137347.78125
1754,210567.640625
1755,171000.59375
1756,119799.2109375
1757,120659.84375
1758,143855.203125
1759,157088.6875
1760,164529.65625
1761,142039.4375
1762,186458.140625
1763,168769.3125
1764,117939.15625
1765,163983.640625
1766,178887.734375
1767,209241.390625
1768,144798.390625
1769,171485.0
1770,145653.53125
1771,137868.640625
1772,135282.296875
1773,135032.578125
1774,129218.453125
1775,146513.390625
1776,117680.3828125
1777,109238.359375
1778,139311.078125
1779,112490.5390625
1780,169376.28125
1781,134498.640625
1782,97045.21875
1783,142732.375
1784,106628.6875
1785,124057.375
1786,165345.109375
1787,173248.46875
1788,56783.48046875
1789,98222.671875
1790,93985.5
1791,192978.71875
1792,152335.234375
1793,124751.4921875
1794,150133.84375
1795,144969.75
1796,156951.25
1797,116129.0546875
1798,135424.4375
1799,115540.9921875
1800,145508.5
1801,123850.0
1802,144156.0625
1803,147453.578125
1804,140468.46875
1805,135578.0
1806,118533.9296875
1807,118629.8671875
1808,117335.7734375
1809,130825.0546875
1810,152240.96875
1811,92886.796875
1812,98605.703125
1813,125096.609375
1814,97203.734375
1815,62455.91796875
1816,101001.9296875
1817,119639.546875
1818,146035.71875
1819,139429.171875
1820,71004.8046875
1821,133079.3125
1822,150546.890625
1823,44883.31640625
1824,135553.0
1825,153180.796875
1826,104996.390625
1827,111612.9921875
1828,142988.25
1829,116270.765625
1830,150571.328125
1831,153564.3125
1832,100987.8359375
1833,132772.109375
1834,140503.015625
1835,136284.71875
1836,149545.25
1837,84349.03125
1838,123440.5
1839,93061.796875
1840,169996.421875
1841,157231.765625
1842,89195.6015625
1843,134975.3125
1844,145071.375
1845,145999.953125
1846,152588.65625
1847,150485.734375
1848,47552.078125
1849,107567.7890625
1850,130199.9453125
1851,167062.234375
1852,132612.90625
1853,141386.84375
1854,164507.65625
1855,156834.765625
1856,224603.21875
1857,168288.328125
1858,143144.203125
1859,123963.0
1860,160199.84375
1861,122632.546875
1862,302100.96875
1863,290031.71875
1864,290031.71875
1865,381701.8125
1866,369711.0
1867,251408.8125
1868,322662.5
1869,203720.203125
1870,234902.140625
1871,292831.34375
1872,178265.640625
1873,256454.640625
1874,141868.75
1875,208005.015625
1876,206270.015625
1877,199251.5625
1878,217684.046875
1879,133507.984375
1880,136873.953125
1881,227487.546875
1882,264386.0
1883,199636.5625
1884,209597.40625
1885,246486.546875
1886,315528.4375
1887,202539.890625
1888,274537.125
1889,173225.484375
1890,139772.796875
1891,144930.140625
1892,105851.5
1893,127654.03125
1894,122240.890625
1895,140242.171875
1896,125538.8359375
1897,112679.28125
1898,119341.2890625
1899,167501.390625
1900,137103.796875
1901,177173.890625
1902,138506.15625
1903,222261.3125
1904,152828.8125
1905,193059.21875
1906,170874.46875
1907,188500.234375
1908,117966.1640625
1909,141832.078125
1910,133241.75
1911,195504.8125
1912,284237.875
1913,145940.375
1914,60697.62109375
1915,376258.46875
1916,62389.78515625
1917,264929.96875
1918,139375.796875
1919,163003.90625
1920,155001.890625
1921,398320.84375
1922,359899.53125
1923,233348.671875
1924,211595.8125
1925,217245.515625
1926,408253.75
1927,141243.3125
1928,156057.21875
1929,128584.2265625
1930,145297.65625
1931,148516.875
1932,144938.765625
1933,192351.1875
1934,179072.6875
1935,179716.046875
1936,191823.59375
1937,184942.90625
1938,173582.390625
1939,284477.3125
1940,201416.6875
1941,182929.703125
